particle_id,particle_type,vx,vy,vz,px,py,pz,q,nhits
157630453723955200,-211,-0.00381489,0.00654264,-163.698,-0.0285901,0.302594,-1.2488,-1,14
157630522443431936,-211,-0.00381489,0.00654264,-163.698,-0.263384,-0.132069,-4.4813,-1,11
157630591162908672,211,-0.00381489,0.00654264,-163.698,0.0639663,-0.290075,-1.83053,1,9
157630659882385408,-211,-0.00381489,0.00654264,-163.698,-0.0693085,0.0898699,-1.67297,-1,0
157631759394013184,211,-0.00381489,0.00654264,-163.698,-0.0481958,-0.234272,4.1149,1,14
157631896832966656,211,-0.00381489,0.00654264,-163.698,0.537931,-0.136382,0.546206,1,13
157631965552443392,321,-0.00381489,0.00654264,-163.698,0.478903,-0.273368,0.686979,1,10
157632034271920128,-211,-0.00381489,0.00654264,-163.698,1.25896,-0.678726,1.01567,-1,10
157632171710873600,211,-0.00381489,0.00654264,-163.698,0.527671,-0.668708,0.0838754,1,11
157632240430350336,-211,-0.00381489,0.00654264,-163.698,-0.0167744,0.216958,0.0977913,-1,6
157632309149827072,211,-0.00381489,0.00654264,-163.698,0.606323,-0.750694,-4.48655,1,14
157632377869303808,-211,-0.00381489,0.00654264,-163.698,0.0900668,-1.11088,-3.44849,-1,15
157632515308257280,211,-0.00381489,0.00654264,-163.698,-0.139282,-0.0728126,2.98972,1,14
157632584027734016,-211,-0.00381489,0.00654264,-163.698,0.0578232,0.24124,0.70389,-1,11
157632652747210752,-211,-0.00381489,0.00654264,-163.698,0.0410841,0.548593,-0.571632,-1,11
157632721466687488,211,-0.00381489,0.00654264,-163.698,0.26407,0.176198,-2.31931,1,14
157632790186164224,-211,-0.00381489,0.00654264,-163.698,0.148514,-0.487725,-0.784989,-1,13
157632858905640960,-211,-0.00381489,0.00654264,-163.698,-0.0642665,-0.307924,-3.23914,-1,14
157633614819885056,211,-0.00381489,0.00654264,-163.698,-0.167968,-0.165948,-1.36653,1,11
157633683539361792,211,-0.00381489,0.00654264,-163.698,-0.0800826,0.0672403,-0.186216,1,0
157633752258838528,-211,-0.00381489,0.00654264,-163.698,-1.46544,0.228804,-5.373,-1,9
157633820978315264,-211,-0.00381489,0.00654264,-163.698,-0.676679,0.189126,-0.960141,-1,12
157633958417268736,-211,-0.00381489,0.00654264,-163.698,0.0618165,0.212002,-0.0320619,-1,10
157634027136745472,211,-0.00381489,0.00654264,-163.698,0.78782,0.231303,4.08687,1,4
157634095856222208,211,-0.00381489,0.00654264,-163.698,0.71528,-0.0552867,1.42726,1,12
157634233295175680,-211,-0.00381489,0.00654264,-163.698,0.378269,-0.317225,0.655897,-1,10
157634302014652416,-321,-0.00381489,0.00654264,-163.698,0.0981885,0.163823,0.966833,-1,11
157634370734129152,211,-0.00381489,0.00654264,-163.698,-0.00158141,0.39624,2.11717,1,3
157634439453605888,-211,-0.00381489,0.00654264,-163.698,-0.495079,0.630455,1.83221,-1,7
157634508173082624,211,-0.00381489,0.00654264,-163.698,0.39145,0.766871,5.17321,1,10
157634645612036096,211,-0.00381489,0.00654264,-163.698,-0.70931,-0.29934,-8.23745,1,13
157634783050989568,211,-0.00381489,0.00654264,-163.698,-0.0377915,-0.124692,0.283852,1,0
157634851770466304,-211,-0.00381489,0.00654264,-163.698,0.556366,0.503233,2.4574,-1,15
157634989209419776,-211,-0.00381489,0.00654264,-163.698,-0.0454798,0.392277,3.37853,-1,13
157626536730562561,211,-513.186,-85.3042,-2151.5,-0.0862,-0.0915091,-0.0118526,1,0
157626536730566658,-211,-513.186,-85.3042,-2151.5,0.135934,0.106263,0.144345,-1,2
157627773681143809,-211,131.315,61.1835,1500,0.0300846,0.410561,0.15746,-1,0
157629148070678529,-211,-204.878,-152.478,-765.798,-0.22314,0.0828154,-0.408317,-1,8
157629629107015681,211,-41.0336,195.745,304.423,-0.0340472,0.69009,0.49585,1,9
157629629107019778,-211,-41.0336,195.745,304.423,-0.0988363,-0.29933,0.834649,-1,13
157629629107023874,-211,-41.0336,195.745,304.423,-0.0157534,0.130679,-0.00588254,-1,0
157629697826492417,211,-165.102,112.878,1324.14,-0.288497,-0.0807777,-0.0305071,1,1
157629697826496514,211,-165.102,112.878,1324.14,0.213927,-0.190235,-0.0373815,1,1
157629903984922625,2212,-85.7759,-180.672,176.368,-0.0686179,0.174754,-0.044334,1,6
157629903984926722,2212,-85.7759,-180.672,176.368,-0.0458392,0.096935,0.0029119,1,0
157630591179689985,211,4.81526,-199.942,-1415.69,-0.125708,-0.078583,-0.119581,1,1
157633752275619841,211,-545.163,26.216,-2150,0.107988,-0.0274713,-0.0758414,1,0
157634027153526785,-211,113.941,28.342,420.682,0.326294,-0.0667898,0.113984,-1,6
157634370750910465,-211,3.56804,71.755,220.958,0.342306,-0.0869032,0.161181,-1,6
157634370750914562,2212,3.56804,71.755,220.958,-0.134954,0.135607,0.000487915,1,8
157634370750918658,211,3.56804,71.755,220.958,-0.212638,0.00696146,-0.0451265,1,7
157634439487164417,211,-99.9984,-526.06,1220,-0.00203501,-0.262904,-0.109782,1,1
157634439487168514,211,-99.9984,-526.06,1220,0.117379,0.218875,-0.14974,1,2
157634439487172610,2212,-99.9984,-526.06,1220,-0.0728939,0.120956,0.13665,1,1
157634439470387201,211,-372.557,327.58,975.843,0.274361,-0.0203654,0.0540619,1,4
157635470245756928,211,-0.00381489,0.00654264,-163.698,0.173312,0.205176,-3.95486,1,13
157635538965233664,-211,-0.00381489,0.00654264,-163.698,0.175011,0.168536,-1.87327,-1,15
157635676404187136,-321,-0.00381489,0.00654264,-163.698,0.735617,0.591661,-22.8681,-1,11
157636157440524288,211,-0.00381489,0.00654264,-163.698,-0.0082727,-0.245478,-6.1846,1,11
157636982074245120,211,-0.00381489,0.00654264,-163.698,-0.0036313,0.701406,-0.0193893,1,12
157637050793721856,-211,-0.00381489,0.00654264,-163.698,-0.0438889,0.271338,0.158489,-1,12
157638150305349632,321,-0.00381489,0.00654264,-163.698,-0.259354,0.0134391,-5.34985,1,13
157638356463779840,-211,-108.914,74.5669,-2903.93,-0.21839,0.231947,-7.42118,-1,0
157638425183256576,211,-0.00381489,0.00654264,-163.698,-0.342792,-0.0935052,-3.85601,1,13
157638562622210048,211,-0.00381489,0.00654264,-163.698,-0.293662,0.411175,-2.98287,1,12
157638631341686784,-211,-0.00381489,0.00654264,-163.698,-0.209428,0.080381,-3.89258,-1,12
157638700061163520,211,-0.00381489,0.00654264,-163.698,-0.255437,-0.321746,-0.870389,1,10
157638768780640256,-211,-0.00381489,0.00654264,-163.698,-0.939861,-0.0372391,-2.05072,-1,10
157639112378023936,211,-0.00381489,0.00654264,-163.698,-0.393616,0.867803,2.61709,1,12
157639181097500672,-211,-0.00381489,0.00654264,-163.698,-0.289177,0.716936,1.37208,-1,14
157639937011744768,211,22.2392,22.0634,-734.256,0.490667,0.312307,-12.8874,1,12
157640005731221504,-211,22.2392,22.0634,-734.256,0.250577,0.422735,-6.1264,-1,10
157641448840232960,211,-1.87263,4.01913,-148.028,-0.158774,0.570283,1.41147,1,7
157641517559709696,-211,-1.87263,4.01913,-148.028,-0.247801,0.302689,1.99769,-1,12
157641448857014273,2212,-34.254,359.269,701.152,-0.322751,0.0731398,0.0395522,1,4
157641792437616640,-211,0.709984,-2.09294,-128.736,0.185321,-0.282114,2.79253,-1,10
157642823229767680,211,-12.7069,118.063,-1651.21,-0.122208,0.392963,-7.16145,1,0
157642891949244416,-211,-12.7069,118.063,-1651.21,0.0325897,0.439906,-3.33269,-1,1
157643098107674624,211,6.72355,5.46338,-172.033,0.313111,-0.0010665,-0.235465,1,14
157643166827151360,-211,6.72355,5.46338,-172.033,-0.0256264,0.234256,-0.12071,-1,8
157643235546628096,211,-2.16856,-2.56267,-173.812,-0.226792,0.0330432,-0.576506,1,12
157643304266104832,-211,-2.16856,-2.56267,-173.812,-0.0144896,-0.319406,-0.550776,-1,10
157643785302441984,211,6.85265,-2.08027,-108.733,0.19176,0.155305,1.2544,1,12
157643854021918720,-211,6.85265,-2.08027,-108.733,0.116486,-0.249122,1.21665,-1,13
157644335058255872,211,-3.49267,21.0811,-267.721,-0.201398,0.426705,-1.76685,1,11
157644403777732608,-211,-3.49267,21.0811,-267.721,0.124086,0.0403018,-0.538279,-1,1
157645022253023232,211,-2.81233,0.0868785,-142.324,-0.279039,0.205777,1.73453,1,14
157645090972499968,-211,-2.81233,0.0868785,-142.324,-0.203648,-0.19197,1.93888,-1,14
157645159691976704,211,-0.00381489,0.00654264,-163.698,0.221441,0.0649817,-1.12535,1,10
157646259203604480,211,-0.13922,-0.167606,-161.123,-0.669543,-1.84048,24.1228,1,10
157649695177441280,211,-0.13922,-0.167606,-161.123,-0.886588,-0.790793,13.5718,1,8
162129861463244800,211,0.00341143,-0.00124663,46.0439,0.0774179,0.948184,-0.198121,1,13
162129930182721536,-321,0.00341143,-0.00124663,46.0439,0.327039,-0.454118,-0.68662,-1,11
162129998902198272,211,0.00341143,-0.00124663,46.0439,0.22664,-0.284969,-2.00036,1,0
162130067621675008,2212,0.00341143,-0.00124663,46.0439,-0.580761,0.592576,-9.87095,1,13
162130136341151744,-211,0.00341143,-0.00124663,46.0439,-0.131611,-0.318039,-2.38915,-1,15
162130273780105216,-211,0.00341143,-0.00124663,46.0439,0.0170725,-0.17011,-1.70128,-1,9
162130479938535424,-2212,0.00341143,-0.00124663,46.0439,-2.54107,-0.343517,-7.56304,-1,6
162130548658012160,321,0.00341143,-0.00124663,46.0439,-0.478722,0.509759,0.413531,1,13
162130617377488896,-211,0.00341143,-0.00124663,46.0439,0.444326,0.52584,1.44452,-1,12
162130686096965632,-211,0.00341143,-0.00124663,46.0439,-0.419907,1.06728,3.67257,-1,7
162130823535919104,211,0.00341143,-0.00124663,46.0439,-0.0136731,0.345651,4.80754,1,11
162131235852779520,211,0.00341143,-0.00124663,46.0439,-0.172771,0.131641,0.00405496,1,7
162131304572256256,321,0.00341143,-0.00124663,46.0439,0.244258,-0.291426,8.88625,1,11
162131442011209728,211,0.00341143,-0.00124663,46.0439,0.0881974,-0.198593,4.45679,1,14
162131510730686464,-211,0.00341143,-0.00124663,46.0439,0.886658,-0.0730801,2.11689,-1,11
162131579450163200,211,0.00341143,-0.00124663,46.0439,-0.142964,-0.877803,2.14452,1,5
162131648169639936,-211,0.00341143,-0.00124663,46.0439,0.324507,-0.653451,0.074372,-1,11
162131716889116672,211,0.00341143,-0.00124663,46.0439,0.921446,-0.748658,-3.74429,1,12
162131785608593408,-211,0.00341143,-0.00124663,46.0439,-0.186162,0.672706,-4.33899,-1,12
162131854328070144,211,0.00341143,-0.00124663,46.0439,-0.295245,-0.744202,-15.6808,1,15
162132335364407296,211,0.00341143,-0.00124663,46.0439,0.120674,-0.0450241,0.823307,1,0
162132404083884032,-211,0.00341143,-0.00124663,46.0439,-0.177756,-0.773772,1.16841,-1,12
162132472803360768,-211,0.00341143,-0.00124663,46.0439,-0.354062,-0.594004,2.62781,-1,1
162132541522837504,211,0.00341143,-0.00124663,46.0439,-0.320933,-0.104165,-0.143083,1,12
162132610242314240,-211,0.00341143,-0.00124663,46.0439,0.217521,0.653887,-0.107671,-1,10
162132678961790976,-321,0.00341143,-0.00124663,46.0439,0.0993119,-0.0849925,0.785321,-1,0
162132816400744448,211,0.00341143,-0.00124663,46.0439,-0.164148,0.490423,1.37856,1,11
162132885120221184,211,0.00341143,-0.00124663,46.0439,-0.180969,1.24962,5.74945,1,11
162133159998128128,-211,0.00341143,-0.00124663,46.0439,-0.113013,-0.398656,-0.668219,-1,13
162133228717604864,211,0.00341143,-0.00124663,46.0439,-0.0388272,-0.179922,-0.10501,1,9
162133297437081600,-211,0.00341143,-0.00124663,46.0439,0.135764,0.24752,0.165131,-1,6
162133503595511808,211,0.00341143,-0.00124663,46.0439,-0.236672,-0.775359,9.77619,1,0
162133572314988544,-211,0.00341143,-0.00124663,46.0439,0.0574046,0.143214,1.8947,-1,1
162133709753942016,-211,0.00341143,-0.00124663,46.0439,0.100621,-0.0700738,0.485512,-1,0
162133847192895488,211,0.00341143,-0.00124663,46.0439,-0.33985,-0.490959,2.63094,1,7
162133915912372224,-211,0.00341143,-0.00124663,46.0439,0.102469,0.390708,-3.63223,-1,13
162134053351325696,211,0.00341143,-0.00124663,46.0439,0.35626,-0.112759,-4.87334,1,8
162134603107139584,211,0.00341143,-0.00124663,46.0439,-0.165289,-0.160204,-2.25735,1,9
162134671826616320,-211,0.00341143,-0.00124663,46.0439,-0.317245,0.0857813,-0.956132,-1,12
162134740546093056,211,0.00341143,-0.00124663,46.0439,-0.199937,-0.146141,-0.708806,1,12
162130067638456321,2212,-163.11,194.55,-2948.5,0.0607269,0.164114,-0.0137543,1,0
162130067638460418,-211,-163.11,194.55,-2948.5,-0.152876,-0.334107,0.173033,-1,0
162130479955316737,-211,-252.925,-42.0893,-710.023,-0.245472,0.0763811,0.13582,-1,7
162130686113746945,211,-111.849,235.623,883.736,0.2406,0.153864,0.168339,1,3
162130686113751042,2212,-111.849,235.623,883.736,-0.120662,-0.0966502,-0.00910532,1,0
162131579483721729,2212,42.1396,-493.06,714.849,0.195066,-0.161109,0.0120411,1,4
162131579483725826,2212,42.1396,-493.06,714.849,0.169753,-0.0463048,-0.106433,1,6
162131579466944513,2212,-37.0056,-167.177,459.358,0.176105,-0.2947,0.252893,1,2
162132472836919297,2212,-199.993,-1.68364,132.092,0.173789,-0.141918,0.104122,1,6
162132472836923394,211,-199.993,-1.68364,132.092,-0.194817,0.0792796,0.0223254,1,5
162132472820142081,211,-17.7042,-30.7832,180.964,-0.362512,0.000216416,-0.0947457,1,4
162132472820150274,2212,-17.7042,-30.7832,180.964,0.160854,0.192575,-0.00606182,1,8
162132472820154370,-211,-17.7042,-30.7832,180.964,0.156552,-0.0281421,0.00524929,-1,2
162133572331769857,-211,13.087,43.0998,600,-0.123095,-0.199257,0.157908,-1,7
162133572331773954,-211,13.087,43.0998,600,0.0895327,0.190374,-0.0743732,-1,5
162133847209676801,2212,-286.757,-278.073,1800,-0.263033,-0.0682005,-0.0172383,1,0
162135840057720832,-211,0.00341143,-0.00124663,46.0439,0.260313,-0.492797,10.9604,-1,13
162136183655104512,211,0.00341143,-0.00124663,46.0439,0.0879835,-0.177331,1.14067,1,15
162136252374581248,-211,0.00341143,-0.00124663,46.0439,0.123422,0.0974168,0.574376,-1,9
162136527252488192,211,0.00341143,-0.00124663,46.0439,0.29543,0.235354,0.81024,1,12
162136595971964928,-211,0.00341143,-0.00124663,46.0439,0.294628,0.00734971,0.0780846,-1,9
162138107800453120,211,-1.34265,-1.03116,18.8818,-0.121649,0.152819,-0.472252,1,11
162138176519929856,-211,-1.34265,-1.03116,18.8818,0.0586218,-0.201042,-0.799566,-1,11
162138863714697216,-211,15.3651,12.7734,989.632,0.0773393,0.3085,8.60261,-1,3
162140650421092352,211,0.00341143,-0.00124663,46.0439,0.134266,0.131427,3.47634,1,12
162140719140569088,-211,0.00341143,-0.00124663,46.0439,0.495041,1.24746,7.32266,-1,13
162140787860045824,211,0.00341143,-0.00124663,46.0439,0.0605965,-0.281621,6.11808,1,12
166633667249045504,-211,-0.00575202,-0.00240439,2.82267,-0.237155,-0.296592,-0.10775,-1,9
166633735968522240,211,-0.00575202,-0.00240439,2.82267,1.4527,0.740514,-2.08923,1,2
166633804687998976,-321,-0.00575202,-0.00240439,2.82267,-0.813952,0.373282,10.3579,-1,10
166634079565905920,-321,-0.00575202,-0.00240439,2.82267,0.162996,-0.556931,10.6517,-1,15
166634148285382656,211,-0.00575202,-0.00240439,2.82267,0.324746,-0.35079,1.9703,1,5
166634217004859392,-211,-0.00575202,-0.00240439,2.82267,0.365888,-0.213953,2.89452,-1,1
166634285724336128,211,-0.00575202,-0.00240439,2.82267,-0.518754,-0.188707,4.51027,1,1
166634354443812864,-2212,-0.00575202,-0.00240439,2.82267,-0.430557,0.166483,5.39528,-1,16
166634491882766336,-211,-0.00575202,-0.00240439,2.82267,0.302359,-0.546441,4.49779,-1,0
166634560602243072,-211,-0.00575202,-0.00240439,2.82267,-0.0154044,-0.224526,5.541,-1,11
166634835480150016,211,-0.00575202,-0.00240439,2.82267,0.208506,0.274789,0.94095,1,11
166634904199626752,211,-0.00575202,-0.00240439,2.82267,-0.357505,-0.481981,-0.000910338,1,11
166634972919103488,-211,-0.00575202,-0.00240439,2.82267,0.0932034,0.0840476,0.166064,-1,0
166635247797010432,211,-0.00575202,-0.00240439,2.82267,0.300332,-0.0463031,0.383617,1,13
166635385235963904,-211,-0.00575202,-0.00240439,2.82267,0.210479,0.0443059,0.292802,-1,5
166635522674917376,211,-0.00575202,-0.00240439,2.82267,-0.228861,0.251608,1.74667,1,11
166635591394394112,211,-0.00575202,-0.00240439,2.82267,-0.0954209,0.583399,8.34423,1,11
166633735985303553,2212,64.6478,31.9472,-89.6447,-0.0842795,-0.281033,-0.0655629,1,7
166633804704780289,2212,-186.727,71.6442,2337.51,0.0907841,0.199147,0.376379,1,1
166633804704784386,211,-186.727,71.6442,2337.51,-0.123948,-0.0291666,0.00935152,1,0
166634285741117441,2212,-30.2116,-10.3494,263.683,-0.251317,0.128855,0.103587,1,14
166634285741121538,2212,-30.2116,-10.3494,263.683,0.431543,-0.160521,-0.139018,1,10
166634491899547649,2212,9.34415,-16.5435,139.654,0.108589,-0.0588524,0.0652432,1,1
166635385252745217,2212,177.838,91.5068,276.908,-0.269009,-0.27696,-0.260059,1,12
166637378100789248,-211,-0.00575202,-0.00240439,2.82267,0.172147,-0.0108175,1.98074,-1,10
166637446820265984,211,-0.00575202,-0.00240439,2.82267,-0.131956,-0.110125,2.88466,1,11
166637652978696192,-211,-0.00575202,-0.00240439,2.82267,0.0794518,-0.193416,3.19117,-1,13
166638134015033344,211,-0.00575202,-0.00240439,2.82267,-0.174834,0.0487185,4.54912,1,1
166638202734510080,-211,-0.00575202,-0.00240439,2.82267,0.129345,0.191385,1.6982,-1,13
166638134031814657,-211,-30.8938,10.437,818,-0.126904,0.0997446,0.0432979,-1,4
166638134031818754,2212,-30.8938,10.437,818,-0.0790151,-0.102909,-0.197749,1,1
171136923279032320,-321,-0.00563083,0.012883,120.531,-0.167055,0.509078,-1.25795,-1,13
171136991998509056,211,-0.00563083,0.012883,120.531,0.253391,-0.0492478,-0.67753,1,10
171137060717985792,211,-0.00563083,0.012883,120.531,1.12409,0.265012,2.4357,1,13
171137129437462528,211,-0.00563083,0.012883,120.531,-0.085753,0.258036,0.718922,1,9
171137404315369472,211,-0.00563083,0.012883,120.531,-0.295271,-0.0398632,7.85038,1,12
171137473034846208,-211,-0.00563083,0.012883,120.531,0.430449,0.59291,4.1048,-1,11
171137541754322944,-211,-0.00563083,0.012883,120.531,-0.00172438,-0.188472,0.200841,-1,8
171137610473799680,211,-0.00563083,0.012883,120.531,0.133785,-0.0112034,-0.494421,1,0
171137747912753152,-211,-0.00563083,0.012883,120.531,-0.22028,-0.131646,-4.93837,-1,16
171138228949090304,211,-0.00563083,0.012883,120.531,-0.317343,-0.06873,-6.04751,1,13
171138435107520512,-211,-0.00563083,0.012883,120.531,0.0256842,-0.19243,-0.112967,-1,7
171138503826997248,-211,-0.00563083,0.012883,120.531,-0.235448,-0.459039,0.393184,-1,12
171138572546473984,-211,-0.00563083,0.012883,120.531,0.159786,-0.440088,3.72635,-1,13
171139053582811136,-321,-0.00563083,0.012883,120.531,-0.247917,0.268543,7.08396,-1,11
171139122302287872,321,-0.00563083,0.012883,120.531,-0.0347907,-0.264798,5.82335,1,11
171139191021764608,-211,-0.00563083,0.012883,120.531,0.195434,0.251658,4.66644,-1,13
171139328460718080,211,-0.00563083,0.012883,120.531,-0.146844,-0.249647,1.28226,1,11
171139397180194816,211,-0.00563083,0.012883,120.531,-0.273258,-0.290779,-1.34483,1,18
171139465899671552,-211,-0.00563083,0.012883,120.531,-0.0503521,0.184344,-0.0870582,-1,9
171139534619148288,211,-0.00563083,0.012883,120.531,-0.0675919,0.27753,-0.442925,1,2
171139603338625024,-211,-0.00563083,0.012883,120.531,0.107185,-0.46698,-0.858306,-1,11
171139672058101760,211,-0.00563083,0.012883,120.531,0.649781,-0.289803,-9.50579,1,13
171139740777578496,211,-0.00563083,0.012883,120.531,0.279414,0.233499,-9.21922,1,14
171139534635929601,-211,-12.0496,73.9897,4.57826,-0.150459,0.0212124,-0.0711313,-1,1
171139534635933698,211,-12.0496,73.9897,4.57826,-0.0125045,0.127491,0.0625574,1,1
171139534635937794,211,-12.0496,73.9897,4.57826,0.10051,0.0421519,-0.249879,1,0
171144276263043072,211,-68.0104,-102.005,162.539,-0.0632887,-0.171721,0.161029,1,4
171144344982519808,-211,-68.0104,-102.005,162.539,-0.841737,-1.18596,0.398016,-1,8
171144413701996544,211,-3.02353,3.97778,-15.8511,-0.330159,0.43461,-10.2112,1,14
171145032177287168,-211,1.4118,-5.83851,105.064,0.0645042,-0.32337,-0.765654,-1,12
175640522906402816,-321,-0.00720271,0.000147321,-37.2111,-1.95907,0.00112184,21.1671,-1,13
175640591625879552,211,-0.00720271,0.000147321,-37.2111,-0.609857,0.905685,6.85069,1,15
175640660345356288,-211,-0.00720271,0.000147321,-37.2111,-0.376838,-0.276494,1.97244,-1,13
175640797784309760,-211,-0.00720271,0.000147321,-37.2111,-0.0035508,-0.290787,5.78631,-1,14
175640866503786496,211,-0.00720271,0.000147321,-37.2111,0.337258,-0.391813,10.7204,1,16
175641347540123648,321,-0.00720271,0.000147321,-37.2111,2.01041,-1.75543,68.0323,1,13
175641416259600384,-321,-0.00720271,0.000147321,-37.2111,1.33715,0.178108,-1.93062,-1,12
175641484979077120,211,-0.00720271,0.000147321,-37.2111,0.0469864,-0.175019,-0.284731,1,5
175641553698553856,321,-0.00720271,0.000147321,-37.2111,0.0881536,-0.65907,-0.564185,1,11
175641622418030592,211,-0.00720271,0.000147321,-37.2111,0.158564,-0.00944634,0.000436817,1,5
175641691137507328,-211,-0.00720271,0.000147321,-37.2111,-0.255936,0.276157,-0.302464,-1,12
175641759856984064,211,-0.00720271,0.000147321,-37.2111,0.580968,0.0856936,-1.278,1,11
175641828576460800,-211,-0.00720271,0.000147321,-37.2111,0.587635,-0.530588,-6.79236,-1,12
175641897295937536,211,-0.00720271,0.000147321,-37.2111,-1.59421,-0.387857,-20.8937,1,10
175641966015414272,-211,-0.00720271,0.000147321,-37.2111,-1.88175,0.715323,-15.5837,-1,2
175642034734891008,-211,-0.00720271,0.000147321,-37.2111,-0.910626,-0.117509,-7.22478,-1,16
175642103454367744,211,-0.00720271,0.000147321,-37.2111,-0.643035,-0.354958,2.14879,1,12
175642240893321216,-2212,-0.00720271,0.000147321,-37.2111,-0.582224,-0.404356,2.30587,-1,12
175642378332274688,-211,-0.00720271,0.000147321,-37.2111,-0.198597,0.127883,0.52715,-1,11
175642447051751424,211,-0.00720271,0.000147321,-37.2111,0.0175787,0.733457,0.794743,1,11
175642515771228160,-211,-0.00720271,0.000147321,-37.2111,-0.312755,0.503318,1.57076,-1,8
175642584490704896,211,-0.00720271,0.000147321,-37.2111,0.0141275,0.10633,1.00095,1,0
175642653210181632,-211,-0.00720271,0.000147321,-37.2111,-0.130735,-0.202426,0.0480126,-1,9
175642721929658368,211,-0.00720271,0.000147321,-37.2111,-0.399186,0.186983,-0.477443,1,4
175642790649135104,2212,-0.00720271,0.000147321,-37.2111,-2.10731,0.652466,-0.470483,1,12
175642859368611840,-2212,-0.00720271,0.000147321,-37.2111,-1.18931,1.83772,-1.06515,-1,13
175642928088088576,321,-0.00720271,0.000147321,-37.2111,-0.909184,0.455668,0.0772184,1,10
175643202965995520,321,-0.00720271,0.000147321,-37.2111,-0.828311,-0.0324073,-10.5558,1,5
175643271685472256,-321,-0.00720271,0.000147321,-37.2111,-0.7116,-0.873325,-30.5214,-1,8
175643340404948992,211,-0.00720271,0.000147321,-37.2111,-0.348301,0.0786405,-2.77808,1,11
175643409124425728,-211,-0.00720271,0.000147321,-37.2111,-0.781444,-0.194161,-7.08631,-1,14
175643477843902464,211,-0.00720271,0.000147321,-37.2111,-0.0790293,-0.340001,-4.75087,1,14
175643546563379200,-211,-0.00720271,0.000147321,-37.2111,0.206608,-0.191975,-2.00218,-1,10
175643615282855936,321,-0.00720271,0.000147321,-37.2111,-0.0976734,-0.626741,-2.63364,1,12
175643684002332672,-321,-0.00720271,0.000147321,-37.2111,-0.716184,-0.176002,-1.06861,-1,11
175643752721809408,321,-0.00720271,0.000147321,-37.2111,-0.877387,-0.146454,1.21317,1,14
175643821441286144,-321,-0.00720271,0.000147321,-37.2111,0.421832,0.527607,1.27193,-1,11
175643890160762880,321,-0.00720271,0.000147321,-37.2111,-0.0390685,0.756243,4.54009,1,16
175643958880239616,-321,-0.00720271,0.000147321,-37.2111,1.37992,1.22952,-1.25424,-1,10
175644027599716352,-321,-0.00720271,0.000147321,-37.2111,1.3609,1.2782,-2.40805,-1,6
175644096319193088,321,-0.00720271,0.000147321,-37.2111,0.0336769,-0.110773,-0.0281008,1,0
175644165038669824,-321,-0.00720271,0.000147321,-37.2111,0.907433,1.18682,-4.85231,-1,12
175644371197100032,211,-0.00720271,0.000147321,-37.2111,-0.340869,-0.949677,-7.86555,1,13
175644439916576768,-211,-0.00720271,0.000147321,-37.2111,-0.180262,-0.297627,-1.44958,-1,12
175644508636053504,211,-0.00720271,0.000147321,-37.2111,0.0500971,0.460662,-1.17964,1,13
175644577355530240,-211,-0.00720271,0.000147321,-37.2111,-0.369753,0.284179,-0.00723413,-1,11
175644646075006976,321,-0.00720271,0.000147321,-37.2111,-0.494547,0.228269,-0.561154,1,12
175644714794483712,-2212,-0.00720271,0.000147321,-37.2111,-0.888439,-0.225302,-1.74812,-1,10
175644783513960448,-211,-0.00720271,0.000147321,-37.2111,-0.150032,-0.16611,0.0419986,-1,8
175644852233437184,211,-0.00720271,0.000147321,-37.2111,-0.122028,-0.418955,-0.555361,1,14
175645127111344128,211,-0.00720271,0.000147321,-37.2111,1.63314,-1.00939,-1.05466,1,10
175645676867158016,211,-0.00720271,0.000147321,-37.2111,-0.476906,0.378747,0.757154,1,12
175645883025588224,-321,-0.00720271,0.000147321,-37.2111,-0.00393857,0.111138,-0.311284,-1,0
175645951745064960,211,-0.00720271,0.000147321,-37.2111,-2.55952,-0.491503,-32.0527,1,11
175646020464541696,-211,-0.00720271,0.000147321,-37.2111,0.205885,-0.954146,6.16106,-1,10
175646089184018432,211,-0.00720271,0.000147321,-37.2111,-0.16689,-0.390498,1.39216,1,13
175646157903495168,-211,-0.00720271,0.000147321,-37.2111,0.581285,-1.94911,7.1294,-1,10
175646226622971904,211,-0.00720271,0.000147321,-37.2111,0.0923685,-0.129417,1.10108,1,7
175646295342448640,-211,-0.00720271,0.000147321,-37.2111,-0.279487,-0.0482303,0.115128,-1,9
175646364061925376,-211,-0.00720271,0.000147321,-37.2111,-1.01992,0.0537204,2.08445,-1,12
175646432781402112,211,-0.00720271,0.000147321,-37.2111,-0.934159,-1.11546,2.204,1,13
175646501500878848,211,-0.00720271,0.000147321,-37.2111,-1.98029,-0.524255,2.58981,1,9
175646570220355584,-211,-0.00720271,0.000147321,-37.2111,0.00192819,-0.200484,0.444357,-1,5
175646776378785792,211,-0.00720271,0.000147321,-37.2111,-1.27482,-1.46148,-10.9378,1,17
175646845098262528,-211,-0.00720271,0.000147321,-37.2111,0.0760486,-0.751734,-4.299,-1,11
175646913817739264,211,-0.00720271,0.000147321,-37.2111,-0.143226,-0.556239,-4.08798,1,13
175646982537216000,-211,-0.00720271,0.000147321,-37.2111,0.115707,0.155567,-0.22035,-1,8
175647051256692736,211,-0.00720271,0.000147321,-37.2111,0.784812,0.0639894,-7.92685,1,12
175647119976169472,-211,-0.00720271,0.000147321,-37.2111,0.262543,-0.468525,-3.82447,-1,12
